"INDICATOR","HFAMDB_657"

"HFAMDB_657","Mental and behavioural disorders, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"MKD","","TOTAL","FEMALE","1992","6"
"MKD","","TOTAL","FEMALE","1993","6"
"MKD","","TOTAL","FEMALE","1994","2"
"MKD","","TOTAL","FEMALE","1995","5"
"MKD","","TOTAL","FEMALE","1996","3"
"MKD","","TOTAL","FEMALE","1997","3"
"MKD","","TOTAL","FEMALE","1998","4"
"MKD","","TOTAL","FEMALE","1999","3"
"MKD","","TOTAL","FEMALE","2000","8"
"MKD","","TOTAL","FEMALE","2001","5"
"MKD","","TOTAL","FEMALE","2002","5"
"MKD","","TOTAL","FEMALE","2003","4"
"MKD","","TOTAL","FEMALE","2004","4"
"MKD","","TOTAL","FEMALE","2005","10"
"MKD","","TOTAL","FEMALE","2006","1"
"MKD","","TOTAL","FEMALE","2007","0"
"MKD","","TOTAL","FEMALE","2008","1"
"MKD","","TOTAL","FEMALE","2009","1"
"MKD","","TOTAL","FEMALE","2010","1"
"MKD","","TOTAL","FEMALE","2011","8"
"MKD","","TOTAL","FEMALE","2013","7"
"MKD","","TOTAL","FEMALE","2015","8"
"MKD","","TOTAL","FEMALE","2016","10"
"MKD","","TOTAL","FEMALE","2017","7"
"MKD","","TOTAL","FEMALE","2018","12"
"MKD","","TOTAL","FEMALE","2019","36"
"MKD","","TOTAL","FEMALE","2020","44"
"MLT","","TOTAL","FEMALE","1968","7"
"MLT","","TOTAL","FEMALE","1969","3"
"MLT","","TOTAL","FEMALE","1970","4"
"MLT","","TOTAL","FEMALE","1971","8"
"MLT","","TOTAL","FEMALE","1972","4"
"MLT","","TOTAL","FEMALE","1973","4"
"MLT","","TOTAL","FEMALE","1974","2"
"MLT","","TOTAL","FEMALE","1975","7"
"MLT","","TOTAL","FEMALE","1976","2"
"MLT","","TOTAL","FEMALE","1977","3"
"MLT","","TOTAL","FEMALE","1978","2"
"MLT","","TOTAL","FEMALE","1979","15"
"MLT","","TOTAL","FEMALE","1980","1"
"MLT","","TOTAL","FEMALE","1981","0"
"MLT","","TOTAL","FEMALE","1982","4"
"MLT","","TOTAL","FEMALE","1983","2"
"MLT","","TOTAL","FEMALE","1984","1"
"MLT","","TOTAL","FEMALE","1985","3"
"MLT","","TOTAL","FEMALE","1986","1"
"MLT","","TOTAL","FEMALE","1987","1"
"MLT","","TOTAL","FEMALE","1988","3"
"MLT","","TOTAL","FEMALE","1989","4"
"MLT","","TOTAL","FEMALE","1990","11"
"MLT","","TOTAL","FEMALE","1991","16"
"MLT","","TOTAL","FEMALE","1992","12"
"MLT","","TOTAL","FEMALE","1993","6"
"MLT","","TOTAL","FEMALE","1994","8"
"MLT","","TOTAL","FEMALE","1995","5"
"MLT","","TOTAL","FEMALE","1996","8"
"MLT","","TOTAL","FEMALE","1997","14"
"MLT","","TOTAL","FEMALE","1998","11"
"MLT","","TOTAL","FEMALE","1999","12"
"MLT","","TOTAL","FEMALE","2000","14"
"MLT","","TOTAL","FEMALE","2001","8"
"MLT","","TOTAL","FEMALE","2002","9"
"MLT","","TOTAL","FEMALE","2003","35"
"MLT","","TOTAL","FEMALE","2004","48"
"MLT","","TOTAL","FEMALE","2005","46"
"MLT","","TOTAL","FEMALE","2006","49"
"MLT","","TOTAL","FEMALE","2007","51"
"MLT","","TOTAL","FEMALE","2008","75"
"MLT","","TOTAL","FEMALE","2009","77"
"MLT","","TOTAL","FEMALE","2010","76"
"MLT","","TOTAL","FEMALE","2011","89"
"MLT","","TOTAL","FEMALE","2012","56"
"MLT","","TOTAL","FEMALE","2013","83"
"MLT","","TOTAL","FEMALE","2014","93"
"MLT","","TOTAL","FEMALE","2015","98"
"MLT","","TOTAL","FEMALE","2016","100"
"MLT","","TOTAL","FEMALE","2017","126"
"MNE","","TOTAL","FEMALE","2000","16"
"MNE","","TOTAL","FEMALE","2001","18"
"MNE","","TOTAL","FEMALE","2002","24"
"MNE","","TOTAL","FEMALE","2003","19"
"MNE","","TOTAL","FEMALE","2004","29"
"MNE","","TOTAL","FEMALE","2005","18"
"MNE","","TOTAL","FEMALE","2006","22"
"MNE","","TOTAL","FEMALE","2007","18"
"MNE","","TOTAL","FEMALE","2008","21"
"MNE","","TOTAL","FEMALE","2009","26"
"MNE","","TOTAL","FEMALE","2017","18"
"MNE","","TOTAL","FEMALE","2019","39"
"NLD","","TOTAL","FEMALE","1969","454"
"NLD","","TOTAL","FEMALE","1970","431"
"NLD","","TOTAL","FEMALE","1971","602"
"NLD","","TOTAL","FEMALE","1972","520"
"NLD","","TOTAL","FEMALE","1973","365"
"NLD","","TOTAL","FEMALE","1974","419"
"NLD","","TOTAL","FEMALE","1975","744"
"NLD","","TOTAL","FEMALE","1976","526"
"NLD","","TOTAL","FEMALE","1977","242"
"NLD","","TOTAL","FEMALE","1978","279"
"NLD","","TOTAL","FEMALE","1979","262"
"NLD","","TOTAL","FEMALE","1980","180"
"NLD","","TOTAL","FEMALE","1981","228"
"NLD","","TOTAL","FEMALE","1982","256"
"NLD","","TOTAL","FEMALE","1983","315"
"NLD","","TOTAL","FEMALE","1984","361"
"NLD","","TOTAL","FEMALE","1985","422"
"NLD","","TOTAL","FEMALE","1986","366"
"NLD","","TOTAL","FEMALE","1987","472"
"NLD","","TOTAL","FEMALE","1988","507"
"NLD","","TOTAL","FEMALE","1989","610"
"NLD","","TOTAL","FEMALE","1990","760"
"NLD","","TOTAL","FEMALE","1991","1026"
"NLD","","TOTAL","FEMALE","1992","1533"
"NLD","","TOTAL","FEMALE","1993","2188"
"NLD","","TOTAL","FEMALE","1994","2836"
"NLD","","TOTAL","FEMALE","1995","2989"
"NLD","","TOTAL","FEMALE","1996","2974"
"NLD","","TOTAL","FEMALE","1997","3072"
"NLD","","TOTAL","FEMALE","1998","3201"
"NLD","","TOTAL","FEMALE","1999","3580"
"NLD","","TOTAL","FEMALE","2000","3669"
"NLD","","TOTAL","FEMALE","2001","4075"
"NLD","","TOTAL","FEMALE","2002","4588"
"NLD","","TOTAL","FEMALE","2003","4645"
"NLD","","TOTAL","FEMALE","2004","4659"
"NLD","","TOTAL","FEMALE","2005","4523"
"NLD","","TOTAL","FEMALE","2006","4912"
"NLD","","TOTAL","FEMALE","2007","4574"
"NLD","","TOTAL","FEMALE","2008","5031"
"NLD","","TOTAL","FEMALE","2009","4980"
"NLD","","TOTAL","FEMALE","2010","5351"
"NLD","","TOTAL","FEMALE","2011","5347"
"NLD","","TOTAL","FEMALE","2012","6054"
"NLD","","TOTAL","FEMALE","2013","7012"
"NLD","","TOTAL","FEMALE","2014","6761"
"NLD","","TOTAL","FEMALE","2015","7544"
"NLD","","TOTAL","FEMALE","2016","7784"
"NLD","","TOTAL","FEMALE","2017","8207"
"NLD","","TOTAL","FEMALE","2018","8380"
"NLD","","TOTAL","FEMALE","2019","8070"
"NLD","","TOTAL","FEMALE","2020","7313"
"NOR","","TOTAL","FEMALE","1969","58"
"NOR","","TOTAL","FEMALE","1970","66"
"NOR","","TOTAL","FEMALE","1971","90"
"NOR","","TOTAL","FEMALE","1972","73"
"NOR","","TOTAL","FEMALE","1973","89"
"NOR","","TOTAL","FEMALE","1974","63"
"NOR","","TOTAL","FEMALE","1975","104"
"NOR","","TOTAL","FEMALE","1976","78"
"NOR","","TOTAL","FEMALE","1977","91"
"NOR","","TOTAL","FEMALE","1978","113"
"NOR","","TOTAL","FEMALE","1979","158"
"NOR","","TOTAL","FEMALE","1980","135"
"NOR","","TOTAL","FEMALE","1981","134"
"NOR","","TOTAL","FEMALE","1982","151"
"NOR","","TOTAL","FEMALE","1983","169"
"NOR","","TOTAL","FEMALE","1984","228"
"NOR","","TOTAL","FEMALE","1985","207"
"NOR","","TOTAL","FEMALE","1986","305"
"NOR","","TOTAL","FEMALE","1987","413"
"NOR","","TOTAL","FEMALE","1988","451"
"NOR","","TOTAL","FEMALE","1989","390"
"NOR","","TOTAL","FEMALE","1990","490"
"NOR","","TOTAL","FEMALE","1991","519"
"NOR","","TOTAL","FEMALE","1992","507"
"NOR","","TOTAL","FEMALE","1993","511"
"NOR","","TOTAL","FEMALE","1994","565"
"NOR","","TOTAL","FEMALE","1995","602"
"NOR","","TOTAL","FEMALE","1996","575"
"NOR","","TOTAL","FEMALE","1997","581"
"NOR","","TOTAL","FEMALE","1998","595"
"NOR","","TOTAL","FEMALE","1999","607"
"NOR","","TOTAL","FEMALE","2000","613"
"NOR","","TOTAL","FEMALE","2001","658"
"NOR","","TOTAL","FEMALE","2002","721"
"NOR","","TOTAL","FEMALE","2003","793"
"NOR","","TOTAL","FEMALE","2004","820"
"NOR","","TOTAL","FEMALE","2005","989"
"NOR","","TOTAL","FEMALE","2006","1041"
"NOR","","TOTAL","FEMALE","2007","1037"
"NOR","","TOTAL","FEMALE","2008","1164"
"NOR","","TOTAL","FEMALE","2009","1203"
"NOR","","TOTAL","FEMALE","2010","1283"
"NOR","","TOTAL","FEMALE","2011","1302"
"NOR","","TOTAL","FEMALE","2012","1486"
"NOR","","TOTAL","FEMALE","2013","1466"
"NOR","","TOTAL","FEMALE","2014","1570"
"NOR","","TOTAL","FEMALE","2015","1803"
"NOR","","TOTAL","FEMALE","2016","1827"
"POL","","TOTAL","FEMALE","1969","428"
"POL","","TOTAL","FEMALE","1970","642"
"POL","","TOTAL","FEMALE","1971","652"
"POL","","TOTAL","FEMALE","1972","588"
"POL","","TOTAL","FEMALE","1973","609"
"POL","","TOTAL","FEMALE","1974","635"
"POL","","TOTAL","FEMALE","1975","693"
"POL","","TOTAL","FEMALE","1976","714"
"POL","","TOTAL","FEMALE","1977","713"
"POL","","TOTAL","FEMALE","1978","748"
"POL","","TOTAL","FEMALE","1979","750"
"POL","","TOTAL","FEMALE","1980","861"
"POL","","TOTAL","FEMALE","1981","680"
"POL","","TOTAL","FEMALE","1982","646"
"POL","","TOTAL","FEMALE","1983","539"
"POL","","TOTAL","FEMALE","1984","466"
"POL","","TOTAL","FEMALE","1985","452"
"POL","","TOTAL","FEMALE","1986","440"
"POL","","TOTAL","FEMALE","1987","510"
"POL","","TOTAL","FEMALE","1988","486"
"POL","","TOTAL","FEMALE","1989","418"
"POL","","TOTAL","FEMALE","1990","448"
"POL","","TOTAL","FEMALE","1991","549"
"POL","","TOTAL","FEMALE","1992","515"
"POL","","TOTAL","FEMALE","1993","418"
"POL","","TOTAL","FEMALE","1994","441"
"POL","","TOTAL","FEMALE","1995","416"
"POL","","TOTAL","FEMALE","1996","441"
"POL","","TOTAL","FEMALE","1999","323"
"POL","","TOTAL","FEMALE","2000","246"
"POL","","TOTAL","FEMALE","2001","262"
"POL","","TOTAL","FEMALE","2002","254"
"POL","","TOTAL","FEMALE","2003","314"
"POL","","TOTAL","FEMALE","2004","291"
"POL","","TOTAL","FEMALE","2005","295"
"POL","","TOTAL","FEMALE","2006","264"
"POL","","TOTAL","FEMALE","2007","325"
"POL","","TOTAL","FEMALE","2008","331"
"POL","","TOTAL","FEMALE","2009","267"
"POL","","TOTAL","FEMALE","2010","258"
"POL","","TOTAL","FEMALE","2011","290"
"POL","","TOTAL","FEMALE","2012","299"
"POL","","TOTAL","FEMALE","2013","326"
"POL","","TOTAL","FEMALE","2014","314"
"POL","","TOTAL","FEMALE","2015","433"
"POL","","TOTAL","FEMALE","2016","715"
"POL","","TOTAL","FEMALE","2017","872"
"POL","","TOTAL","FEMALE","2018","829"
"POL","","TOTAL","FEMALE","2019","804"
"PRT","","TOTAL","FEMALE","1971","37"
"PRT","","TOTAL","FEMALE","1972","24"
"PRT","","TOTAL","FEMALE","1973","26"
"PRT","","TOTAL","FEMALE","1974","78"
"PRT","","TOTAL","FEMALE","1975","87"
"PRT","","TOTAL","FEMALE","1976","108"
"PRT","","TOTAL","FEMALE","1977","93"
"PRT","","TOTAL","FEMALE","1978","106"
"PRT","","TOTAL","FEMALE","1979","79"
"PRT","","TOTAL","FEMALE","1980","115"
"PRT","","TOTAL","FEMALE","1981","143"
"PRT","","TOTAL","FEMALE","1982","149"
"PRT","","TOTAL","FEMALE","1983","141"
"PRT","","TOTAL","FEMALE","1984","153"
"PRT","","TOTAL","FEMALE","1985","137"
"PRT","","TOTAL","FEMALE","1986","170"
"PRT","","TOTAL","FEMALE","1987","122"
"PRT","","TOTAL","FEMALE","1988","117"
"PRT","","TOTAL","FEMALE","1989","161"
"PRT","","TOTAL","FEMALE","1990","176"
"PRT","","TOTAL","FEMALE","1991","191"
"PRT","","TOTAL","FEMALE","1992","172"
"PRT","","TOTAL","FEMALE","1993","189"
"PRT","","TOTAL","FEMALE","1994","154"
"PRT","","TOTAL","FEMALE","1995","206"
"PRT","","TOTAL","FEMALE","1996","237"
"PRT","","TOTAL","FEMALE","1997","255"
"PRT","","TOTAL","FEMALE","1998","216"
"PRT","","TOTAL","FEMALE","1999","225"
"PRT","","TOTAL","FEMALE","2000","201"
"PRT","","TOTAL","FEMALE","2001","234"
"PRT","","TOTAL","FEMALE","2002","341"
"PRT","","TOTAL","FEMALE","2003","320"
"PRT","","TOTAL","FEMALE","2004","314"
"PRT","","TOTAL","FEMALE","2007","33"
"PRT","","TOTAL","FEMALE","2008","33"
"PRT","","TOTAL","FEMALE","2009","48"
"PRT","","TOTAL","FEMALE","2010","42"
"PRT","","TOTAL","FEMALE","2011","41"
"PRT","","TOTAL","FEMALE","2012","51"
"PRT","","TOTAL","FEMALE","2013","1336"
"PRT","","TOTAL","FEMALE","2014","1557"
"PRT","","TOTAL","FEMALE","2015","1997"
"PRT","","TOTAL","FEMALE","2016","2265"
"PRT","","TOTAL","FEMALE","2017","2512"
"PRT","","TOTAL","FEMALE","2018","3076"
"ROU","","TOTAL","FEMALE","1969","30"
"ROU","","TOTAL","FEMALE","1970","50"
"ROU","","TOTAL","FEMALE","1971","85"
"ROU","","TOTAL","FEMALE","1972","50"
"ROU","","TOTAL","FEMALE","1973","71"
"ROU","","TOTAL","FEMALE","1974","90"
"ROU","","TOTAL","FEMALE","1975","100"
"ROU","","TOTAL","FEMALE","1976","103"
"ROU","","TOTAL","FEMALE","1977","128"
"ROU","","TOTAL","FEMALE","1978","163"
"ROU","","TOTAL","FEMALE","1980","233"
"ROU","","TOTAL","FEMALE","1981","178"
"ROU","","TOTAL","FEMALE","1982","180"
"ROU","","TOTAL","FEMALE","1983","214"
"ROU","","TOTAL","FEMALE","1984","231"
"ROU","","TOTAL","FEMALE","1985","307"
"ROU","","TOTAL","FEMALE","1986","406"
"ROU","","TOTAL","FEMALE","1987","359"
"ROU","","TOTAL","FEMALE","1988","385"
"ROU","","TOTAL","FEMALE","1989","389"
"ROU","","TOTAL","FEMALE","1990","352"
"ROU","","TOTAL","FEMALE","1991","349"
"ROU","","TOTAL","FEMALE","1992","420"
"ROU","","TOTAL","FEMALE","1993","432"
"ROU","","TOTAL","FEMALE","1994","462"
"ROU","","TOTAL","FEMALE","1995","496"
"ROU","","TOTAL","FEMALE","1996","497"
"ROU","","TOTAL","FEMALE","1997","615"
"ROU","","TOTAL","FEMALE","1998","487"
"ROU","","TOTAL","FEMALE","1999","405"
"ROU","","TOTAL","FEMALE","2000","372"
"ROU","","TOTAL","FEMALE","2001","225"
"ROU","","TOTAL","FEMALE","2002","272"
"ROU","","TOTAL","FEMALE","2003","250"
"ROU","","TOTAL","FEMALE","2004","210"
"ROU","","TOTAL","FEMALE","2005","148"
"ROU","","TOTAL","FEMALE","2006","70"
"ROU","","TOTAL","FEMALE","2007","50"
"ROU","","TOTAL","FEMALE","2008","82"
"ROU","","TOTAL","FEMALE","2009","90"
"ROU","","TOTAL","FEMALE","2010","87"
"ROU","","TOTAL","FEMALE","2011","73"
"ROU","","TOTAL","FEMALE","2012","53"
"ROU","","TOTAL","FEMALE","2013","55"
"ROU","","TOTAL","FEMALE","2014","67"
"ROU","","TOTAL","FEMALE","2015","65"
"ROU","","TOTAL","FEMALE","2016","75"
"ROU","","TOTAL","FEMALE","2017","70"
"ROU","","TOTAL","FEMALE","2018","80"
"ROU","","TOTAL","FEMALE","2019","80"
"RUS","","TOTAL","FEMALE","1980","1680"
"RUS","","TOTAL","FEMALE","1981","1806"
"RUS","","TOTAL","FEMALE","1982","1731"
"RUS","","TOTAL","FEMALE","1983","1748"
"RUS","","TOTAL","FEMALE","1984","1908"
"RUS","","TOTAL","FEMALE","1985","1836"
"RUS","","TOTAL","FEMALE","1986","1370"
"RUS","","TOTAL","FEMALE","1987","1298"
"RUS","","TOTAL","FEMALE","1988","1183"
"RUS","","TOTAL","FEMALE","1989","1340"
"RUS","","TOTAL","FEMALE","1990","1489"
"RUS","","TOTAL","FEMALE","1991","1688"
"RUS","","TOTAL","FEMALE","1992","2118"
"RUS","","TOTAL","FEMALE","1993","2972"
"RUS","","TOTAL","FEMALE","1994","4009"
"RUS","","TOTAL","FEMALE","1995","4192"
"RUS","","TOTAL","FEMALE","1996","2977"
"RUS","","TOTAL","FEMALE","1997","2347"
"RUS","","TOTAL","FEMALE","1998","2176"
"RUS","","TOTAL","FEMALE","1999","2386"
"RUS","","TOTAL","FEMALE","2000","2674"
"RUS","","TOTAL","FEMALE","2001","2939"
"RUS","","TOTAL","FEMALE","2002","2711"
"RUS","","TOTAL","FEMALE","2003","2651"
"RUS","","TOTAL","FEMALE","2004","2566"
"RUS","","TOTAL","FEMALE","2005","2539"
"RUS","","TOTAL","FEMALE","2006","2331"
"RUS","","TOTAL","FEMALE","2007","2170"
"RUS","","TOTAL","FEMALE","2008","2183"
"RUS","","TOTAL","FEMALE","2009","2118"
"RUS","","TOTAL","FEMALE","2010","2251"
"RUS","","TOTAL","FEMALE","2011","1618"
"RUS","","TOTAL","FEMALE","2012","1786"
"RUS","","TOTAL","FEMALE","2013","2349"
"RUS","","TOTAL","FEMALE","2014","5291"
"RUS","","TOTAL","FEMALE","2015","8157"
"RUS","","TOTAL","FEMALE","2019","11210"
"SMR","","TOTAL","FEMALE","1995","0"
"SMR","","TOTAL","FEMALE","1996","0"
"SMR","","TOTAL","FEMALE","1997","1"
"SMR","","TOTAL","FEMALE","1998","0"
"SMR","","TOTAL","FEMALE","1999","0"
"SMR","","TOTAL","FEMALE","2000","1"
"SMR","","TOTAL","FEMALE","2001","0"
"SMR","","TOTAL","FEMALE","2002","0"
"SMR","","TOTAL","FEMALE","2005","0"
"SMR","","TOTAL","FEMALE","2008","0"
"SMR","","TOTAL","FEMALE","2009","1"
"SMR","","TOTAL","FEMALE","2010","0"
"SMR","","TOTAL","FEMALE","2011","3"
"SMR","","TOTAL","FEMALE","2012","6"
"SMR","","TOTAL","FEMALE","2013","1"
"SMR","","TOTAL","FEMALE","2014","2"
"SMR","","TOTAL","FEMALE","2015","3"
"SMR","","TOTAL","FEMALE","2016","9"
"SMR","","TOTAL","FEMALE","2017","7"
"SMR","","TOTAL","FEMALE","2018","4"
"SMR","","TOTAL","FEMALE","2019","0"
"SMR","","TOTAL","FEMALE","2020","3"
"SRB","","TOTAL","FEMALE","1998","94"
"SRB","","TOTAL","FEMALE","1999","91"
"SRB","","TOTAL","FEMALE","2000","99"
"SRB","","TOTAL","FEMALE","2001","79"
"SRB","","TOTAL","FEMALE","2002","113"
"SRB","","TOTAL","FEMALE","2003","191"
"SRB","","TOTAL","FEMALE","2004","210"
"SRB","","TOTAL","FEMALE","2005","264"
"SRB","","TOTAL","FEMALE","2006","285"
"SRB","","TOTAL","FEMALE","2007","302"
"SRB","","TOTAL","FEMALE","2008","337"
"SRB","","TOTAL","FEMALE","2009","443"
"SRB","","TOTAL","FEMALE","2010","562"
"SRB","","TOTAL","FEMALE","2011","589"
"SRB","","TOTAL","FEMALE","2012","614"
"SRB","","TOTAL","FEMALE","2013","625"
"SRB","","TOTAL","FEMALE","2014","697"
"SRB","","TOTAL","FEMALE","2015","812"
"SRB","","TOTAL","FEMALE","2016","782"
"SRB","","TOTAL","FEMALE","2017","819"
"SRB","","TOTAL","FEMALE","2018","786"
"SRB","","TOTAL","FEMALE","2019","811"
"SRB","","TOTAL","FEMALE","2020","854"
"SVK","","TOTAL","FEMALE","1992","31"
"SVK","","TOTAL","FEMALE","1993","51"
"SVK","","TOTAL","FEMALE","1994","18"
"SVK","","TOTAL","FEMALE","1995","14"
"SVK","","TOTAL","FEMALE","1996","9"
"SVK","","TOTAL","FEMALE","1997","11"
"SVK","","TOTAL","FEMALE","1998","10"
"SVK","","TOTAL","FEMALE","1999","2"
"SVK","","TOTAL","FEMALE","2000","11"
"SVK","","TOTAL","FEMALE","2001","0"
"SVK","","TOTAL","FEMALE","2002","5"
"SVK","","TOTAL","FEMALE","2003","4"
"SVK","","TOTAL","FEMALE","2004","7"
"SVK","","TOTAL","FEMALE","2005","2"
"SVK","","TOTAL","FEMALE","2006","2"
"SVK","","TOTAL","FEMALE","2007","2"
"SVK","","TOTAL","FEMALE","2008","0"
"SVK","","TOTAL","FEMALE","2009","1"
"SVK","","TOTAL","FEMALE","2010","0"
"SVK","","TOTAL","FEMALE","2012","570"
"SVK","","TOTAL","FEMALE","2013","436"
"SVK","","TOTAL","FEMALE","2014","542"
"SVK","","TOTAL","FEMALE","2016","511"
"SVK","","TOTAL","FEMALE","2017","397"
"SVK","","TOTAL","FEMALE","2018","423"
"SVK","","TOTAL","FEMALE","2019","415"
"SVN","","TOTAL","FEMALE","1985","146"
"SVN","","TOTAL","FEMALE","1986","200"
"SVN","","TOTAL","FEMALE","1987","186"
"SVN","","TOTAL","FEMALE","1988","162"
"SVN","","TOTAL","FEMALE","1989","73"
"SVN","","TOTAL","FEMALE","1990","74"
"SVN","","TOTAL","FEMALE","1991","88"
"SVN","","TOTAL","FEMALE","1992","70"
"SVN","","TOTAL","FEMALE","1993","84"
"SVN","","TOTAL","FEMALE","1994","125"
"SVN","","TOTAL","FEMALE","1995","85"
"SVN","","TOTAL","FEMALE","1996","100"
"SVN","","TOTAL","FEMALE","1997","77"
"SVN","","TOTAL","FEMALE","1998","116"
"SVN","","TOTAL","FEMALE","1999","88"
"SVN","","TOTAL","FEMALE","2000","64"
"SVN","","TOTAL","FEMALE","2001","58"
"SVN","","TOTAL","FEMALE","2002","68"
"SVN","","TOTAL","FEMALE","2003","84"
"SVN","","TOTAL","FEMALE","2004","66"
"SVN","","TOTAL","FEMALE","2005","68"
"SVN","","TOTAL","FEMALE","2006","61"
"SVN","","TOTAL","FEMALE","2007","14"
"SVN","","TOTAL","FEMALE","2008","28"
"SVN","","TOTAL","FEMALE","2009","20"
"SVN","","TOTAL","FEMALE","2010","28"
"SVN","","TOTAL","FEMALE","2011","24"
"SVN","","TOTAL","FEMALE","2012","24"
"SVN","","TOTAL","FEMALE","2013","43"
"SVN","","TOTAL","FEMALE","2014","33"
"SVN","","TOTAL","FEMALE","2015","50"
"SVN","","TOTAL","FEMALE","2016","42"
"SVN","","TOTAL","FEMALE","2017","70"
"SVN","","TOTAL","FEMALE","2018","70"
"SVN","","TOTAL","FEMALE","2019","75"
"SVN","","TOTAL","FEMALE","2020","75"
"SWE","","TOTAL","FEMALE","1969","134"
"SWE","","TOTAL","FEMALE","1970","136"
"SWE","","TOTAL","FEMALE","1971","80"
"SWE","","TOTAL","FEMALE","1972","91"
"SWE","","TOTAL","FEMALE","1973","106"
"SWE","","TOTAL","FEMALE","1974","130"
"SWE","","TOTAL","FEMALE","1975","134"
"SWE","","TOTAL","FEMALE","1976","162"
"SWE","","TOTAL","FEMALE","1977","124"
"SWE","","TOTAL","FEMALE","1978","157"
"SWE","","TOTAL","FEMALE","1979","238"
"SWE","","TOTAL","FEMALE","1980","297"
"SWE","","TOTAL","FEMALE","1981","371"
"SWE","","TOTAL","FEMALE","1982","387"
"SWE","","TOTAL","FEMALE","1983","452"
"SWE","","TOTAL","FEMALE","1984","566"
"SWE","","TOTAL","FEMALE","1985","608"
"SWE","","TOTAL","FEMALE","1986","656"
"SWE","","TOTAL","FEMALE","1987","905"
"SWE","","TOTAL","FEMALE","1988","1121"
"SWE","","TOTAL","FEMALE","1989","1278"
"SWE","","TOTAL","FEMALE","1990","1510"
"SWE","","TOTAL","FEMALE","1991","1561"
"SWE","","TOTAL","FEMALE","1992","1599"
"SWE","","TOTAL","FEMALE","1993","1657"
"SWE","","TOTAL","FEMALE","1994","1730"
"SWE","","TOTAL","FEMALE","1995","1791"
"SWE","","TOTAL","FEMALE","1996","1927"
"SWE","","TOTAL","FEMALE","1997","1735"
"SWE","","TOTAL","FEMALE","1998","2121"
"SWE","","TOTAL","FEMALE","1999","2592"
"SWE","","TOTAL","FEMALE","2000","2547"
"SWE","","TOTAL","FEMALE","2001","2739"
"SWE","","TOTAL","FEMALE","2002","3072"
"SWE","","TOTAL","FEMALE","2003","2605"
"SWE","","TOTAL","FEMALE","2004","2921"
"SWE","","TOTAL","FEMALE","2005","3035"
"SWE","","TOTAL","FEMALE","2006","3011"
"SWE","","TOTAL","FEMALE","2007","3329"
"SWE","","TOTAL","FEMALE","2008","3272"
"SWE","","TOTAL","FEMALE","2009","3189"
"SWE","","TOTAL","FEMALE","2010","3331"
"SWE","","TOTAL","FEMALE","2011","3566"
"SWE","","TOTAL","FEMALE","2012","3915"
"SWE","","TOTAL","FEMALE","2013","3920"
"SWE","","TOTAL","FEMALE","2014","3937"
"SWE","","TOTAL","FEMALE","2015","4052"
"SWE","","TOTAL","FEMALE","2016","4164"
"SWE","","TOTAL","FEMALE","2017","4236"
"SWE","","TOTAL","FEMALE","2018","4315"
"TJK","","TOTAL","FEMALE","1981","17"
"TJK","","TOTAL","FEMALE","1982","14"
"TJK","","TOTAL","FEMALE","1985","16"
"TJK","","TOTAL","FEMALE","1986","3"
"TJK","","TOTAL","FEMALE","1987","6"
"TJK","","TOTAL","FEMALE","1988","9"
"TJK","","TOTAL","FEMALE","1989","4"
"TJK","","TOTAL","FEMALE","1990","8"
"TJK","","TOTAL","FEMALE","1991","31"
"TJK","","TOTAL","FEMALE","1992","27"
"TJK","","TOTAL","FEMALE","1993","30"
"TJK","","TOTAL","FEMALE","1994","35"
"TJK","","TOTAL","FEMALE","1995","47"
"TJK","","TOTAL","FEMALE","1996","63"
"TJK","","TOTAL","FEMALE","1997","46"
"TJK","","TOTAL","FEMALE","1998","37"
"TJK","","TOTAL","FEMALE","1999","41"
"TJK","","TOTAL","FEMALE","2000","26"
"TJK","","TOTAL","FEMALE","2001","38"
"TJK","","TOTAL","FEMALE","2002","36"
"TJK","","TOTAL","FEMALE","2003","36"
"TJK","","TOTAL","FEMALE","2004","33"
"TJK","","TOTAL","FEMALE","2005","33"
"TJK","","TOTAL","FEMALE","2017","28"
"TKM","","TOTAL","FEMALE","1981","12"
"TKM","","TOTAL","FEMALE","1982","11"
"TKM","","TOTAL","FEMALE","1985","22"
"TKM","","TOTAL","FEMALE","1986","25"
"TKM","","TOTAL","FEMALE","1987","13"
"TKM","","TOTAL","FEMALE","1988","17"
"TKM","","TOTAL","FEMALE","1989","20"
"TKM","","TOTAL","FEMALE","1990","17"
"TKM","","TOTAL","FEMALE","1991","15"
"TKM","","TOTAL","FEMALE","1992","20"
"TKM","","TOTAL","FEMALE","1993","30"
"TKM","","TOTAL","FEMALE","1994","40"
"TKM","","TOTAL","FEMALE","1995","53"
"TKM","","TOTAL","FEMALE","1996","36"
